parent_id,sequence,alt,pos,att1,att2,att3,att4,att5,att6,att7,att8,choice
10182,4,1,1,2,4,1,1,3,3,1,1,0
10182,4,2,2,5,2,4,1,2,1,3,3,1
10182,5,1,1,1,5,1,2,1,3,3,2,0
10182,5,2,2,4,5,4,1,4,2,1,1,1
10182,6,1,1,6,4,2,4,4,4,1,3,1
10182,6,2,2,2,4,5,1,1,3,1,3,0
10182,7,1,1,1,5,2,1,4,2,3,1,0
10182,7,2,2,3,1,4,3,3,2,3,1,1
10182,8,1,1,1,5,3,2,3,4,3,1,0
10182,8,2,2,5,4,5,3,2,2,1,2,1
10183,1,1,1,2,2,4,1,4,1,2,3,0
10183,1,2,2,5,3,3,1,2,4,3,2,1
10183,2,1,1,2,4,3,2,3,2,1,2,0
10183,2,2,2,5,2,3,1,4,4,3,2,1
10183,3,1,1,6,5,5,1,4,2,1,3,1
10183,3,2,2,6,4,1,1,1,3,3,1,0
10183,4,1,1,2,1,5,3,3,3,1,1,0
10183,4,2,2,2,5,5,2,4,2,3,1,1
10183,5,1,1,1,3,3,2,2,2,1,3,1
10183,5,2,2,2,5,3,2,3,4,1,1,0
10183,6,1,1,5,5,5,4,1,4,3,1,1
10183,6,2,2,2,5,2,2,3,3,1,3,0
10183,7,1,1,1,1,1,2,3,2,1,2,1
10183,7,2,2,6,1,4,1,1,1,3,3,0
10183,8,1,1,4,4,2,2,3,3,2,3,0
10183,8,2,2,3,2,3,4,3,4,2,1,1
10184,1,1,1,5,2,3,1,3,1,3,1,0
10184,1,2,2,1,5,1,2,3,4,1,2,1
10184,2,1,1,2,3,2,4,2,1,2,3,0
10184,2,2,2,4,3,4,3,2,4,1,1,1
10184,3,1,1,4,1,1,3,1,3,3,2,0
10184,3,2,2,1,1,5,3,4,2,2,3,1
10184,4,1,1,1,5,2,2,4,4,1,2,1
10184,4,2,2,3,4,5,1,1,1,3,2,0
10184,5,1,1,4,2,4,1,2,4,3,3,1
10184,5,2,2,3,2,1,4,4,2,3,3,0
10184,6,1,1,5,2,5,2,2,2,2,3,0
10184,6,2,2,1,3,2,4,2,3,1,1,1
10184,7,1,1,2,5,2,3,2,3,3,1,0
10184,7,2,2,1,4,2,4,4,4,2,3,1
10184,8,1,1,1,2,2,2,1,3,3,2,1
10184,8,2,2,6,4,4,2,3,3,1,2,0
10186,1,1,1,4,5,2,3,3,4,3,3,1
10186,1,2,2,2,1,2,4,4,2,2,1,0
10186,2,1,1,6,1,1,4,3,2,1,3,0
10186,2,2,2,3,5,1,1,4,3,1,2,1
10186,3,1,1,2,1,1,4,1,1,1,2,0
10186,3,2,2,3,3,3,3,4,3,2,1,1
10186,4,1,1,4,2,1,2,2,1,2,3,0
10186,4,2,2,1,5,5,3,1,4,1,2,1
10186,5,1,1,1,4,4,4,2,3,3,3,1
10186,5,2,2,6,3,1,1,3,1,3,3,0
10186,6,1,1,5,3,1,1,4,3,1,3,1
10186,6,2,2,6,4,2,1,1,1,3,1,0
10186,7,1,1,4,5,1,3,4,2,2,2,1
10186,7,2,2,2,1,2,1,4,1,1,2,0
10186,8,1,1,3,3,2,1,4,1,3,1,0
10186,8,2,2,5,3,4,4,3,1,2,1,1
10187,1,1,1,1,5,5,4,1,1,1,1,1
10187,1,2,2,2,4,1,3,3,4,1,3,0
10187,2,1,1,5,1,3,4,3,1,1,3,0
10187,2,2,2,5,5,3,1,4,4,1,2,1
10187,3,1,1,1,4,4,4,2,1,3,1,1
10187,3,2,2,6,1,1,1,1,1,3,2,0
10187,4,1,1,4,1,3,2,1,2,3,3,0
10187,4,2,2,3,5,5,3,2,2,1,1,1
10187,5,1,1,5,2,5,1,1,4,1,1,0
10187,5,2,2,4,4,2,1,4,2,2,3,1
10187,6,1,1,1,5,3,1,1,4,1,2,0
10187,6,2,2,1,5,5,1,4,1,3,2,1
10187,7,1,1,1,4,4,4,3,1,1,1,0
10187,7,2,2,4,3,2,2,2,1,3,2,1
10187,8,1,1,5,1,3,3,3,3,3,1,1
10187,8,2,2,2,2,1,4,1,1,2,2,0
10189,1,1,1,4,3,1,4,4,3,3,1,1
10189,1,2,2,6,5,5,3,1,2,2,2,0
10189,2,1,1,2,1,4,3,2,2,3,2,0
10189,2,2,2,1,5,5,2,2,3,1,1,1
10189,3,1,1,6,4,2,3,2,3,3,3,0
10189,3,2,2,3,3,3,2,3,2,1,1,1
10189,4,1,1,4,4,2,3,1,2,1,2,0
10189,4,2,2,3,1,4,2,4,2,2,1,1
10189,5,1,1,2,2,2,3,3,2,2,1,0
10189,5,2,2,5,5,1,1,3,4,3,2,1
10189,6,1,1,5,5,3,2,3,2,3,2,1
10189,6,2,2,5,2,1,2,3,4,1,2,0
10189,7,1,1,6,3,3,2,3,4,2,2,1
10189,7,2,2,3,4,2,4,1,1,2,3,0
10189,8,1,1,5,4,4,4,3,2,2,1,1
10189,8,2,2,2,3,3,2,2,3,1,3,0
10190,1,1,1,4,2,3,3,2,2,2,1,0
10190,1,2,2,3,5,4,1,2,3,3,3,1
10190,2,1,1,4,2,5,1,1,4,3,3,0
10190,2,2,2,3,5,1,3,1,1,2,1,1
10190,3,1,1,1,1,2,1,4,4,3,3,0
10190,3,2,2,3,2,1,1,1,1,1,1,1
10190,4,1,1,5,4,2,3,2,3,3,3,1
10190,4,2,2,1,4,3,2,3,3,1,2,0
10190,5,1,1,1,4,5,1,1,3,3,2,1
10190,5,2,2,5,5,1,1,4,1,1,1,0
10190,6,1,1,3,1,4,2,3,2,2,3,0
10190,6,2,2,2,5,5,4,2,3,2,1,1
10190,7,1,1,4,3,4,3,1,4,2,2,0
10190,7,2,2,6,2,2,4,4,1,2,2,1
10190,8,1,1,1,1,4,1,4,4,1,1,1
10190,8,2,2,5,3,1,1,1,1,2,3,0
10191,1,1,1,6,4,4,4,2,3,1,2,1
10191,1,2,2,4,1,2,2,2,3,1,3,0
10191,2,1,1,4,3,4,4,2,1,3,3,1
10191,2,2,2,1,2,2,1,1,3,1,3,0
10191,3,1,1,4,5,5,3,3,4,2,1,1
10191,3,2,2,5,2,2,3,2,3,2,3,0
10191,4,1,1,2,2,3,4,1,4,3,2,1
10191,4,2,2,5,3,2,1,2,4,3,2,0
10191,5,1,1,6,3,1,4,1,2,1,2,0
10191,5,2,2,4,4,4,4,4,3,3,1,1
10191,6,1,1,3,4,5,4,3,3,2,3,1
10191,6,2,2,5,3,2,1,4,2,2,3,0
10191,7,1,1,1,2,3,4,4,1,3,1,1
10191,7,2,2,2,4,5,3,2,4,3,3,0
10191,8,1,1,1,2,2,1,1,1,1,3,0
10191,8,2,2,3,4,3,4,1,2,3,3,1
10192,1,1,1,5,1,5,1,1,1,1,3,0
10192,1,2,2,5,5,3,1,3,4,3,1,1
10192,2,1,1,3,3,4,1,4,1,2,1,1
10192,2,2,2,3,5,3,3,2,2,2,3,0
10192,3,1,1,6,4,2,2,1,3,1,3,0
10192,3,2,2,6,3,3,3,4,2,3,2,1
10192,4,1,1,2,2,2,3,1,3,2,1,0
10192,4,2,2,6,3,3,2,4,1,2,3,1
10192,5,1,1,5,3,1,1,4,1,2,3,0
10192,5,2,2,1,1,5,4,1,1,1,3,1
10192,6,1,1,6,4,2,4,1,4,3,1,1
10192,6,2,2,5,2,2,3,4,1,1,2,0
10192,7,1,1,1,4,4,3,2,1,2,1,1
10192,7,2,2,4,4,1,3,4,3,1,2,0
10192,8,1,1,3,3,3,4,3,4,2,3,1
10192,8,2,2,3,2,4,1,4,2,2,1,0
10194,1,1,1,3,1,5,2,4,2,2,1,0
10194,1,2,2,2,5,5,3,4,1,3,3,1
10194,2,1,1,1,1,2,4,4,4,1,2,0
10194,2,2,2,6,5,4,3,2,1,1,2,1
10194,3,1,1,4,5,1,3,2,3,1,2,0
10194,3,2,2,4,3,5,3,2,1,3,1,1
10194,4,1,1,4,1,4,3,4,3,1,2,1
10194,4,2,2,5,3,2,1,2,1,2,1,0
10194,5,1,1,6,4,4,3,1,3,1,2,0
10194,5,2,2,2,3,3,3,3,2,3,2,1
10194,6,1,1,5,2,3,2,4,1,1,1,0
10194,6,2,2,3,5,5,4,3,3,2,1,1
10194,7,1,1,2,3,4,4,2,4,1,2,1
10194,7,2,2,5,3,4,1,1,4,2,1,0
10194,8,1,1,1,1,1,1,2,4,3,1,0
10194,8,2,2,3,2,5,2,3,2,2,3,1
10195,1,1,1,2,1,5,4,4,3,3,3,1
10195,1,2,2,5,1,1,4,1,3,1,2,0
10195,2,1,1,2,5,5,1,2,2,1,2,1
10195,2,2,2,4,3,1,3,3,2,3,2,0
10195,3,1,1,1,1,5,1,1,4,1,2,0
10195,3,2,2,5,3,3,4,2,3,1,1,1
10195,4,1,1,5,4,4,2,2,2,2,1,1
10195,4,2,2,3,2,3,2,2,3,2,2,0
10195,5,1,1,6,3,2,2,4,3,1,1,1
10195,5,2,2,6,5,2,1,1,2,3,3,0
10195,6,1,1,5,4,1,3,4,1,2,1,1
10195,6,2,2,5,5,2,3,1,3,2,3,0
10195,7,1,1,6,5,2,3,4,3,2,3,0
10195,7,2,2,4,1,3,2,4,4,3,2,1
10195,8,1,1,5,4,4,2,3,1,2,2,1
10195,8,2,2,1,1,2,3,2,3,3,3,0
10197,1,1,1,2,1,2,1,4,4,1,1,1
10197,1,2,2,6,1,5,2,2,2,3,3,0
10197,2,1,1,3,4,2,3,2,1,2,1,0
10197,2,2,2,1,5,5,3,1,4,3,2,1
10197,3,1,1,6,1,5,2,2,2,3,2,1
10197,3,2,2,4,1,1,3,4,3,1,3,0
10197,4,1,1,3,3,2,1,2,2,1,3,0
10197,4,2,2,5,4,5,3,1,2,2,1,1
10197,5,1,1,3,3,5,2,3,3,2,2,1
10197,5,2,2,1,4,1,4,2,1,2,3,0
10197,6,1,1,4,1,4,2,2,4,3,3,0
10197,6,2,2,2,1,1,1,4,1,1,2,1
10197,7,1,1,5,3,3,2,3,2,2,2,1
10197,7,2,2,3,2,3,1,2,3,2,3,0
10197,8,1,1,6,1,1,2,1,4,3,3,0
10197,8,2,2,4,1,5,2,3,2,2,1,1
10198,1,1,1,5,4,4,2,1,2,1,3,0
10198,1,2,2,3,4,1,3,2,3,3,2,1
10198,2,1,1,6,3,2,4,3,4,3,1,1
10198,2,2,2,2,4,3,2,2,3,2,2,0
10198,3,1,1,4,4,2,4,2,2,3,1,0
10198,3,2,2,5,3,5,1,2,1,1,1,1
10198,4,1,1,2,2,1,1,1,3,1,2,0
10198,4,2,2,2,5,3,4,1,2,1,1,1
10198,5,1,1,5,5,1,3,2,3,2,1,0
10198,5,2,2,3,3,4,3,3,1,2,3,1
10198,6,1,1,1,1,1,3,3,3,2,2,0
10198,6,2,2,2,5,1,3,1,2,2,3,1
10198,7,1,1,4,3,4,1,2,3,3,3,0
10198,7,2,2,2,3,4,1,4,2,1,1,1
10198,8,1,1,3,4,4,3,1,3,2,2,0
10198,8,2,2,5,1,1,2,2,3,2,3,1
10200,1,1,1,5,2,4,2,2,1,2,2,1
10200,1,2,2,6,4,3,4,1,4,1,3,0
10200,2,1,1,3,3,5,1,3,3,2,3,1
10200,2,2,2,1,5,4,2,1,2,1,1,0
10200,3,1,1,5,4,2,2,4,1,3,3,1
10200,3,2,2,1,1,1,1,1,3,3,1,0
10200,4,1,1,2,2,3,3,2,2,2,3,0
10200,4,2,2,5,3,4,4,4,4,2,1,1
10200,5,1,1,4,2,4,2,4,3,2,2,1
10200,5,2,2,2,2,3,2,2,1,2,1,0
10200,6,1,1,6,1,2,3,4,2,1,2,1
10200,6,2,2,1,2,2,2,3,3,2,3,0
10200,7,1,1,4,3,4,1,2,1,2,1,0
10200,7,2,2,6,4,2,3,4,2,2,1,1
10200,8,1,1,6,4,4,4,4,4,1,3,1
10200,8,2,2,2,4,2,3,1,1,2,3,0
10201,1,1,1,2,5,1,2,1,4,3,3,1
10201,1,2,2,1,1,1,2,1,2,1,2,0
10201,2,1,1,5,2,4,4,3,2,1,2,1
10201,2,2,2,2,1,5,2,1,4,3,3,0
10201,3,1,1,4,4,3,2,4,4,1,3,1
10201,3,2,2,5,3,3,2,1,2,3,2,0
10201,4,1,1,3,5,5,3,2,4,3,2,1
10201,4,2,2,6,1,4,2,2,1,3,1,0
10201,5,1,1,5,2,5,1,4,2,2,1,1
10201,5,2,2,1,2,1,2,3,3,2,3,0
10201,6,1,1,2,5,2,2,1,3,3,1,0
10201,6,2,2,5,3,4,3,3,2,2,3,1
10201,7,1,1,4,1,5,2,3,1,2,2,0
10201,7,2,2,1,5,5,1,4,3,1,3,1
10201,8,1,1,6,1,1,4,3,1,1,2,0
10201,8,2,2,4,1,5,4,3,4,3,1,1
10202,1,1,1,1,1,1,2,3,2,1,2,0
10202,1,2,2,6,1,4,1,1,1,3,3,1
10202,2,1,1,2,2,4,1,4,1,2,3,1
10202,2,2,2,5,3,3,1,2,4,3,2,0
10202,3,1,1,5,4,3,2,3,2,1,2,1
10202,3,2,2,5,2,3,1,4,4,3,2,0
10202,4,1,1,4,4,2,2,3,3,2,3,0
10202,4,2,2,3,2,3,4,3,4,2,1,1
10202,5,1,1,5,5,5,4,1,4,3,1,1
10202,5,2,2,2,5,2,2,3,3,1,3,0
10202,6,1,1,1,3,3,2,2,2,1,3,0
10202,6,2,2,5,5,3,2,3,4,1,1,1
10202,7,1,1,2,1,5,3,3,3,1,1,0
10202,7,2,2,2,5,5,2,4,2,3,1,1
10202,8,1,1,6,5,5,1,4,2,1,3,1
10202,8,2,2,6,4,1,1,1,3,3,1,0
10203,1,1,1,6,4,2,4,4,4,1,3,0
10203,1,2,2,2,4,5,1,1,3,1,3,1
10203,2,1,1,2,4,1,1,3,3,1,1,1
10203,2,2,2,5,2,4,1,2,1,3,3,0
10203,3,1,1,3,3,3,4,4,4,1,3,1
10203,3,2,2,4,2,1,4,3,1,3,1,0
10203,4,1,1,1,5,1,2,1,3,3,2,0
10203,4,2,2,4,5,4,1,4,2,1,1,1
10203,5,1,1,1,5,2,1,4,2,3,1,0
10203,5,2,2,3,1,4,3,3,2,3,1,1
10203,6,1,1,3,5,1,3,1,3,2,2,1
10203,6,2,2,2,2,4,2,3,2,2,2,0
10203,7,1,1,4,4,3,1,1,3,3,2,0
10203,7,2,2,4,4,3,2,4,1,2,1,1
10203,8,1,1,1,5,3,2,3,4,3,1,1
10203,8,2,2,6,4,5,3,2,2,1,2,0
10204,1,1,1,5,2,3,1,3,1,3,1,0
10204,1,2,2,1,5,1,2,3,4,1,2,1
10204,2,1,1,2,3,2,4,2,1,2,3,0
10204,2,2,2,4,3,4,3,2,4,1,1,1
10204,3,1,1,1,2,2,2,1,3,3,2,0
10204,3,2,2,6,4,4,2,3,3,1,2,1
10204,4,1,1,2,1,1,3,1,3,3,2,0
10204,4,2,2,1,1,5,3,4,2,2,3,1
10204,5,1,1,4,2,4,1,2,4,3,3,0
10204,5,2,2,3,2,1,4,4,2,3,3,1
10204,6,1,1,2,5,2,2,4,4,1,2,0
10204,6,2,2,3,4,5,1,1,1,3,2,1
10204,7,1,1,5,2,5,2,2,2,2,3,1
10204,7,2,2,1,3,2,4,2,3,1,1,0
10204,8,1,1,2,5,2,3,2,3,3,1,0
10204,8,2,2,1,4,2,4,4,4,2,3,1
10205,1,1,1,5,2,5,1,1,4,1,1,1
10205,1,2,2,4,4,2,1,4,2,2,3,0
10205,2,1,1,5,1,3,3,3,3,3,1,1
10205,2,2,2,2,2,1,4,1,1,2,2,0
10205,3,1,1,1,4,4,4,2,1,3,1,1
10205,3,2,2,6,1,1,1,1,1,3,2,0
10205,4,1,1,1,4,4,4,3,1,1,1,1
10205,4,2,2,4,3,2,2,2,1,3,2,0
10205,5,1,1,5,1,3,4,3,1,1,3,0
10205,5,2,2,5,5,3,1,4,4,1,2,1
10205,6,1,1,2,5,3,1,1,4,1,2,0
10205,6,2,2,1,5,5,1,4,1,3,2,1
10205,7,1,1,1,1,3,2,1,2,3,3,0
10205,7,2,2,3,5,5,3,2,2,1,1,1
10205,8,1,1,4,5,5,4,1,1,1,1,1
10205,8,2,2,2,4,1,3,3,4,1,3,0
10209,1,1,1,6,4,5,3,4,1,1,3,1
10209,1,2,2,3,3,2,4,1,4,3,1,0
10209,2,1,1,5,5,3,4,1,3,3,1,0
10209,2,2,2,2,2,4,1,2,2,3,1,1
10209,3,1,1,3,4,2,2,4,1,1,3,1
10209,3,2,2,6,5,4,2,2,2,3,1,0
10209,4,1,1,3,2,3,4,3,1,2,1,1
10209,4,2,2,4,4,2,2,4,2,1,1,0
10209,5,1,1,2,2,3,1,1,1,3,3,1
10209,5,2,2,6,3,2,1,4,4,2,1,0
10209,6,1,1,2,5,1,3,4,2,2,3,1
10209,6,2,2,6,4,5,1,2,3,2,3,0
10209,7,1,1,1,4,5,4,2,4,2,3,1
10209,7,2,2,4,2,2,4,2,1,2,1,0
10209,8,1,1,5,3,3,4,3,4,1,2,1
10209,8,2,2,3,1,3,1,2,1,1,1,0
10212,1,1,1,3,1,3,3,3,3,3,1,1
10212,1,2,2,2,2,1,4,1,1,2,2,0
10212,2,1,1,1,4,4,4,3,1,1,1,1
10212,2,2,2,4,3,2,2,2,1,3,2,0
10212,3,1,1,5,1,3,4,3,1,1,3,1
10212,3,2,2,5,5,3,1,4,4,1,2,0
10212,4,1,1,5,1,3,2,1,2,3,3,0
10212,4,2,2,3,5,5,3,2,2,1,1,1
10212,5,1,1,4,5,3,1,1,4,1,2,1
10212,5,2,2,1,5,5,1,4,1,3,2,0
10212,6,1,1,6,5,5,4,1,1,1,1,1
10212,6,2,2,2,4,1,3,3,4,1,3,0
10212,7,1,1,5,2,5,1,1,4,1,1,1
10212,7,2,2,4,4,2,1,4,2,2,3,0
10212,8,1,1,1,4,4,4,2,1,3,1,0
10212,8,2,2,6,1,1,1,1,1,3,2,1
10213,1,1,1,2,1,4,3,2,2,3,2,0
10213,1,2,2,1,5,5,2,2,3,1,1,1
10213,2,1,1,5,4,4,4,3,2,2,1,1
10213,2,2,2,2,3,3,2,2,3,1,3,0
10213,3,1,1,2,2,2,3,3,2,2,1,1
10213,3,2,2,5,5,1,1,3,4,3,2,0
10213,4,1,1,6,4,2,3,2,3,3,3,0
10213,4,2,2,3,3,3,2,3,2,1,1,1
10213,5,1,1,4,3,1,4,4,3,3,1,1
10213,5,2,2,6,5,5,3,1,2,2,2,0
10213,6,1,1,4,5,3,2,3,2,3,2,1
10213,6,2,2,5,2,1,2,3,4,1,2,0
10213,7,1,1,1,4,2,3,1,2,1,2,0
10213,7,2,2,3,1,4,2,4,2,2,1,1
10213,8,1,1,6,3,3,2,3,4,2,2,1
10213,8,2,2,3,4,2,4,1,1,2,3,0
10214,1,1,1,3,3,3,4,3,4,2,3,1
10214,1,2,2,3,2,4,1,4,2,2,1,0
10214,2,1,1,5,3,1,1,4,1,2,3,0
10214,2,2,2,1,1,5,4,1,1,1,3,1
10214,3,1,1,3,1,5,1,1,1,1,3,0
10214,3,2,2,5,5,3,1,3,4,3,1,1
10214,4,1,1,1,4,4,3,2,1,2,1,1
10214,4,2,2,4,4,1,3,4,3,1,2,0
10214,5,1,1,2,2,2,3,1,3,2,1,0
10214,5,2,2,6,3,3,2,4,1,2,3,1
10214,6,1,1,3,3,4,1,4,1,2,1,1
10214,6,2,2,6,5,3,3,2,2,2,3,0
10214,7,1,1,6,4,2,4,1,4,3,1,0
10214,7,2,2,5,2,2,3,4,1,1,2,1
10214,8,1,1,6,4,2,2,1,3,1,3,0
10214,8,2,2,6,3,3,3,4,2,3,2,1
10215,1,1,1,6,4,4,4,2,3,1,2,1
10215,1,2,2,4,1,2,2,2,3,1,3,0
10215,2,1,1,6,3,1,4,1,2,1,2,0
10215,2,2,2,5,4,4,4,4,3,3,1,1
10215,3,1,1,2,2,3,4,1,4,3,2,1
10215,3,2,2,5,3,2,1,2,4,3,2,0
10215,4,1,1,4,3,4,4,2,1,3,3,1
10215,4,2,2,4,2,2,1,1,3,1,3,0
10215,5,1,1,1,2,3,4,4,1,3,1,0
10215,5,2,2,5,4,5,3,2,4,3,3,1
10215,6,1,1,1,2,2,1,1,1,1,3,0
10215,6,2,2,3,4,3,4,1,2,3,3,1
10215,7,1,1,3,4,5,4,3,3,2,3,1
10215,7,2,2,5,3,2,1,4,2,2,3,0
10215,8,1,1,4,5,5,3,3,4,2,1,1
10215,8,2,2,5,2,2,3,2,3,2,3,0
10217,1,1,1,3,1,5,2,4,2,2,1,0
10217,1,2,2,2,5,5,3,4,1,3,3,1
10217,2,1,1,4,5,1,3,2,3,1,2,1
10217,2,2,2,4,3,5,3,2,1,3,1,0
10217,3,1,1,4,1,4,3,4,3,1,2,1
10217,3,2,2,5,3,2,1,2,1,2,1,0
10217,4,1,1,5,2,3,2,4,1,1,1,0
10217,4,2,2,3,5,5,4,3,3,2,1,1
10217,5,1,1,1,1,2,4,4,4,1,2,1
10217,5,2,2,6,5,4,3,2,1,1,2,0
10217,6,1,1,2,1,1,1,2,4,3,1,1
10217,6,2,2,3,2,5,2,3,2,2,3,0
10217,7,1,1,6,4,4,3,1,3,1,2,0
10217,7,2,2,2,3,3,3,3,2,3,2,1
10217,8,1,1,2,3,4,4,2,4,1,2,1
10217,8,2,2,5,3,4,1,1,4,2,1,0
10219,1,1,1,4,2,1,2,2,1,2,3,0
10219,1,2,2,1,5,5,3,1,4,1,2,1
10219,2,1,1,1,4,4,4,2,3,3,3,1
10219,2,2,2,6,3,1,1,3,1,3,3,0
10219,3,1,1,5,3,1,1,4,3,1,3,1
10219,3,2,2,6,4,2,1,1,1,3,1,0
10219,4,1,1,2,1,1,4,1,1,1,2,0
10219,4,2,2,3,3,3,3,4,3,2,1,1
10219,5,1,1,4,5,1,3,4,2,2,2,1
10219,5,2,2,2,1,2,1,4,1,1,2,0
10219,6,1,1,2,1,1,4,3,2,1,3,0
10219,6,2,2,3,5,1,1,4,3,1,2,1
10219,7,1,1,4,5,2,3,3,4,3,3,1
10219,7,2,2,3,1,2,4,4,2,2,1,0
10219,8,1,1,3,3,2,1,4,1,3,1,0
10219,8,2,2,5,3,4,4,3,1,2,1,1
10220,1,1,1,4,2,1,2,2,1,2,3,1
10220,1,2,2,1,5,5,3,1,4,1,2,0
10220,2,1,1,5,3,1,1,4,3,1,3,1
10220,2,2,2,6,4,2,1,1,1,3,1,0
10220,3,1,1,3,5,2,3,3,4,3,3,1
10220,3,2,2,1,1,2,4,4,2,2,1,0
10220,4,1,1,1,4,4,4,2,3,3,3,1
10220,4,2,2,6,3,1,1,3,1,3,3,0
10220,5,1,1,4,1,1,4,3,2,1,3,0
10220,5,2,2,3,5,1,1,4,3,1,2,1
10220,6,1,1,2,1,1,4,1,1,1,2,0
10220,6,2,2,3,3,3,3,4,3,2,1,1
10220,7,1,1,3,3,2,1,4,1,3,1,0
10220,7,2,2,5,3,4,4,3,1,2,1,1
10220,8,1,1,4,5,1,3,4,2,2,2,1
10220,8,2,2,2,1,2,1,4,1,1,2,0
10222,1,1,1,6,4,2,3,2,3,3,3,1
10222,1,2,2,3,3,3,2,3,2,1,1,0
10222,2,1,1,1,5,3,2,3,2,3,2,1
10222,2,2,2,5,2,1,2,3,4,1,2,0
10222,3,1,1,4,3,1,4,4,3,3,1,1
10222,3,2,2,6,5,5,3,1,2,2,2,0
10222,4,1,1,6,3,3,2,3,4,2,2,0
10222,4,2,2,3,4,2,4,1,1,2,3,1
10222,5,1,1,2,1,4,3,2,2,3,2,0
10222,5,2,2,1,5,5,2,2,3,1,1,1
10222,6,1,1,2,2,2,3,3,2,2,1,1
10222,6,2,2,5,5,1,1,3,4,3,2,0
10222,7,1,1,5,4,4,4,3,2,2,1,1
10222,7,2,2,2,3,3,2,2,3,1,3,0
10222,8,1,1,1,4,2,3,1,2,1,2,0
10222,8,2,2,3,1,4,2,4,2,2,1,1
10224,1,1,1,6,4,5,3,4,1,1,3,1
10224,1,2,2,3,3,2,4,1,4,3,1,0
10224,2,1,1,3,4,2,2,4,1,1,3,0
10224,2,2,2,6,5,4,2,2,2,3,1,1
10224,3,1,1,3,2,3,4,3,1,2,1,1
10224,3,2,2,4,4,2,2,4,2,1,1,0
10224,4,1,1,5,5,3,4,1,3,3,1,0
10224,4,2,2,2,2,4,1,2,2,3,1,1
10224,5,1,1,2,2,3,1,1,1,3,3,0
10224,5,2,2,6,3,2,1,4,4,2,1,1
10224,6,1,1,5,3,3,4,3,4,1,2,1
10224,6,2,2,3,1,3,1,2,1,1,1,0
10224,7,1,1,1,4,5,4,2,4,2,3,1
10224,7,2,2,4,2,2,4,2,1,2,1,0
10224,8,1,1,2,5,1,3,4,2,2,3,0
10224,8,2,2,2,4,5,1,2,3,2,3,1
10226,1,1,1,3,2,5,1,4,2,2,1,1
10226,1,2,2,1,2,1,2,3,3,2,3,0
10226,2,1,1,2,5,1,2,1,4,3,3,1
10226,2,2,2,1,1,1,2,1,2,1,2,0
10226,3,1,1,2,5,2,2,1,3,3,1,0
10226,3,2,2,5,3,4,3,3,2,2,3,1
10226,4,1,1,4,4,3,2,4,4,1,3,1
10226,4,2,2,5,3,3,2,1,2,3,2,0
10226,5,1,1,6,1,1,4,3,1,1,2,0
10226,5,2,2,4,1,5,4,3,4,3,1,1
10226,6,1,1,6,2,4,4,3,2,1,2,0
10226,6,2,2,2,1,5,2,1,4,3,3,1
10226,7,1,1,4,1,5,2,3,1,2,2,1
10226,7,2,2,1,5,5,1,4,3,1,3,0
10226,8,1,1,3,5,5,3,2,4,3,2,1
10226,8,2,2,6,1,4,2,2,1,3,1,0
10227,1,1,1,4,5,5,3,3,4,2,1,1
10227,1,2,2,5,2,2,3,2,3,2,3,0
10227,2,1,1,1,2,3,4,4,1,3,1,0
10227,2,2,2,6,4,5,3,2,4,3,3,1
10227,3,1,1,2,2,3,4,1,4,3,2,1
10227,3,2,2,5,3,2,1,2,4,3,2,0
10227,4,1,1,6,3,1,4,1,2,1,2,0
10227,4,2,2,5,4,4,4,4,3,3,1,1
10227,5,1,1,4,3,4,4,2,1,3,3,1
10227,5,2,2,1,2,2,1,1,3,1,3,0
10227,6,1,1,3,4,5,4,3,3,2,3,1
10227,6,2,2,5,3,2,1,4,2,2,3,0
10227,7,1,1,6,4,4,4,2,3,1,2,1
10227,7,2,2,4,1,2,2,2,3,1,3,0
10227,8,1,1,1,2,2,1,1,1,1,3,0
10227,8,2,2,3,4,3,4,1,2,3,3,1
10228,1,1,1,5,1,2,1,4,4,3,3,1
10228,1,2,2,3,2,1,1,1,1,1,1,0
10228,2,1,1,1,4,5,1,1,3,3,2,1
10228,2,2,2,5,5,1,1,4,1,1,1,0
10228,3,1,1,3,1,4,2,3,2,2,3,1
10228,3,2,2,2,5,5,4,2,3,2,1,0
10228,4,1,1,4,3,4,3,1,4,2,2,1
10228,4,2,2,6,2,2,4,4,1,2,2,0
10228,5,1,1,4,2,3,3,2,2,2,1,0
10228,5,2,2,3,5,4,1,2,3,3,3,1
10228,6,1,1,4,2,5,1,1,4,3,3,1
10228,6,2,2,3,5,1,3,1,1,2,1,0
10228,7,1,1,5,4,2,3,2,3,3,3,0
10228,7,2,2,1,4,3,2,3,3,1,2,1
10228,8,1,1,1,1,4,1,4,4,1,1,1
10228,8,2,2,5,3,1,1,1,1,2,3,0
10229,1,1,1,2,2,4,3,1,4,3,2,0
10229,1,2,2,2,2,3,4,3,1,1,1,1
10229,2,1,1,6,2,5,2,3,3,1,2,1
10229,2,2,2,1,5,4,2,1,4,1,2,0
10229,3,1,1,4,2,2,3,3,3,3,2,0
10229,3,2,2,3,1,5,2,3,2,1,1,1
10229,4,1,1,1,1,2,1,4,1,3,3,0
10229,4,2,2,2,5,1,4,4,1,3,1,1
10229,5,1,1,1,5,3,4,1,4,3,1,0
10229,5,2,2,6,5,3,4,3,1,1,3,1
